               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  17,            0.048205,             0.04848,            0.022959,              0.7472,             0.61447,             0.66856,              0.2849,            0.043735,            0.038297,            0.020821,             0.00604,             0.00604,             0.00604
                  18,            0.047433,            0.047572,            0.022046,              0.6921,             0.53142,              0.5949,             0.24318,            0.045188,            0.037899,             0.02514,           0.0057925,           0.0057925,           0.0057925
                  19,            0.047259,            0.047554,            0.020852,             0.73628,              0.6181,             0.67692,             0.28683,            0.044073,            0.038792,            0.023287,            0.005545,            0.005545,            0.005545
                  20,            0.046388,            0.046002,             0.02018,              0.7831,             0.64784,             0.72601,             0.32227,            0.043161,            0.037155,            0.019081,           0.0052975,           0.0052975,           0.0052975
                  21,            0.046587,            0.047107,            0.019738,             0.73352,             0.61919,             0.68284,             0.26594,            0.045123,             0.03922,            0.018824,             0.00505,             0.00505,             0.00505
                  22,            0.045711,            0.046384,            0.018955,             0.72623,             0.62142,             0.66744,             0.26899,            0.044447,            0.039771,             0.02083,           0.0048025,           0.0048025,           0.0048025
                  23,            0.045436,            0.045189,            0.018342,             0.80092,             0.67933,             0.74787,             0.34482,            0.042093,            0.035855,            0.020047,            0.004555,            0.004555,            0.004555
                  24,            0.044747,            0.045724,            0.017465,             0.80076,              0.7033,             0.75609,             0.33383,            0.042636,            0.035557,             0.01877,           0.0043075,           0.0043075,           0.0043075
                  25,            0.044349,            0.044778,            0.017156,             0.81508,             0.68755,             0.74968,              0.3279,            0.042733,            0.036659,            0.019563,             0.00406,             0.00406,             0.00406
                  26,            0.043948,            0.044331,             0.01709,             0.77939,              0.6855,             0.73362,             0.32696,            0.042976,            0.036791,            0.018037,           0.0038125,           0.0038125,           0.0038125
                  27,            0.043358,            0.043988,            0.016703,             0.79474,             0.69343,             0.75473,              0.3601,            0.041126,            0.035573,            0.018954,            0.003565,            0.003565,            0.003565
                  28,            0.043232,            0.044094,            0.015604,             0.79719,             0.68273,             0.75415,             0.32917,            0.042452,            0.037994,            0.019248,           0.0033175,           0.0033175,           0.0033175
                  29,             0.04305,            0.043343,            0.015424,             0.83158,               0.735,             0.78961,             0.37278,            0.041637,            0.034853,            0.018013,             0.00307,             0.00307,             0.00307
                  30,             0.04206,            0.043101,            0.014604,             0.82767,             0.71184,             0.78438,             0.36622,            0.041007,            0.035425,            0.016424,           0.0028225,           0.0028225,           0.0028225
                  31,            0.041864,            0.042257,            0.013941,             0.82792,             0.73382,             0.80278,             0.38592,            0.040373,            0.034533,            0.018359,            0.002575,            0.002575,            0.002575
                  32,            0.041213,            0.041827,            0.014166,             0.83812,             0.74399,             0.80077,              0.3698,            0.040843,            0.036002,             0.01722,           0.0023275,           0.0023275,           0.0023275
                  33,            0.040995,            0.041743,            0.013396,             0.79067,             0.67417,             0.74216,             0.30271,            0.044246,            0.043025,            0.016921,             0.00208,             0.00208,             0.00208
                  34,            0.040479,            0.041462,            0.013049,             0.80024,             0.69686,             0.75674,             0.33391,            0.042452,             0.03992,            0.016964,           0.0018325,           0.0018325,           0.0018325
                  35,            0.040239,            0.040636,            0.012679,             0.81637,             0.71571,             0.78331,             0.37028,            0.040413,            0.036846,            0.018492,            0.001585,            0.001585,            0.001585
                  36,            0.040247,            0.040869,            0.012736,             0.81998,             0.70622,             0.77323,             0.34734,             0.04149,            0.038235,            0.016776,           0.0013375,           0.0013375,           0.0013375
                  37,            0.039581,            0.040909,            0.012048,             0.84967,             0.74519,             0.81055,             0.39009,            0.040137,            0.036538,            0.015413,             0.00109,             0.00109,             0.00109
                  38,            0.039102,             0.04034,            0.011819,             0.84393,             0.75642,             0.82087,             0.40202,            0.039691,            0.035549,            0.016105,           0.0008425,           0.0008425,           0.0008425
                  39,            0.038714,            0.040304,            0.011537,             0.85753,             0.75717,               0.824,             0.39849,            0.039762,            0.035814,            0.016286,            0.000595,            0.000595,            0.000595
